Date,Tier,OTM,ShortOTM,LongOTM,Safety,Premium,PnL,DaysHeld,Result,Risk,Side,VIX,ATR,Score,Size,Week,WeekCap,Year,Regime
2019-10-24,Normal,600,600,800,85.5,60,31.0,5,WIN,140.0,Bull Put,16.24,155.6,0,1.0,2019_43,300.0,2019,elevated
2019-10-30,Wednesday-MW,700,700,900,90.9,50,24.0,5,WIN,150.0,Bull Put,16.66,156.8,1,0.75,2019_44,300.0,2019,elevated
2019-10-31,Normal,600,600,800,86.3,60,31.0,5,WIN,140.0,Bull Put,16.28,152.3,1,1.0,2019_44,300.0,2019,elevated
2019-11-04,Monday-RW,650,650,850,91.5,45,20.9,5,WIN,155.0,Bull Put,15.93,142.7,1,0.75,2019_45,420.0,2019,normal
2019-11-05,Normal,550,550,750,86.0,60,31.0,6,WIN,140.0,Bull Put,15.92,140.8,0,1.0,2019_45,420.0,2019,normal
2019-11-11,CONDOR,450+450,450,650,79.9,160,81.0,5,WIN,280.0,Condor,16.25,133.1,0,0.75,2019_46,300.0,2019,elevated
2019-11-19,CONDOR,400+450,400,600,79.0,160,81.0,7,WIN,280.0,Condor,15.41,120.7,0,0.75,2019_47,420.0,2019,normal
2019-11-21,Normal,550,550,750,93.1,60,31.0,5,WIN,140.0,Bull Put,14.98,114.5,0,1.0,2019_47,420.0,2019,normal
2019-11-25,Monday-RW,600,600,800,94.9,45,20.9,5,WIN,155.0,Bull Put,15.0,116.2,0,0.75,2019_48,420.0,2019,normal
2019-11-26,Normal,550,550,750,92.5,60,31.0,5,WIN,140.0,Bull Put,14.84,116.9,0,1.0,2019_48,420.0,2019,normal
2019-12-02,Monday-RW,600,600,800,95.8,45,20.9,7,WIN,155.0,Bull Put,14.2,111.5,0,0.75,2019_49,420.0,2019,normal
2019-12-03,NarrowCondor,400+400,400,600,82.5,220,116.0,6,WIN,180.0,Condor,14.56,111.4,0,0.75,2019_49,420.0,2019,normal
2019-12-10,NarrowCondor,400+400,400,600,82.3,220,144.7,5,WIN,180.0,Condor,14.29,112.0,0,0.75,2019_50,420.0,2019,normal
2019-12-11,Wednesday-MW,600,600,800,96.0,50,24.0,5,WIN,150.0,Bull Put,13.38,110.5,0,0.75,2019_50,420.0,2019,normal
2019-12-16,Monday-RW,600,600,800,96.3,45,20.9,5,WIN,155.0,Bull Put,13.42,108.8,0,0.75,2019_51,420.0,2019,normal
2019-12-17,Normal,550,550,750,94.2,60,31.0,5,WIN,140.0,Bull Put,12.52,109.8,1,1.0,2019_51,420.0,2019,normal
2019-12-23,Monday-RW,600,600,800,97.9,45,20.9,6,WIN,155.0,Bull Put,11.96,98.4,1,0.75,2019_52,420.0,2019,ultra-calm
2019-12-24,NarrowCondor,400+400,400,600,88.0,220,116.0,6,WIN,180.0,Condor,11.63,97.2,1,1.0,2019_52,420.0,2019,ultra-calm
2020-01-02,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.49,99.3,1,0.75,2020_01,420.0,2020,ultra-calm
2020-01-07,Cautious,650,650,850,97.0,40,16.0,5,WIN,160.0,Bull Put,14.61,113.2,1,1.5,2020_02,420.0,2020,normal
2020-01-13,Monday-RW,600,600,800,94.9,45,20.9,7,WIN,155.0,Bull Put,14.28,116.2,1,0.75,2020_03,420.0,2020,normal
2020-01-14,Normal,550,550,750,93.5,60,31.0,7,WIN,140.0,Bull Put,13.91,112.5,1,1.0,2020_03,420.0,2020,normal
2020-01-21,NarrowCondor,400+400,400,600,83.4,220,116.0,6,WIN,180.0,Condor,15.86,109.1,0,0.75,2020_04,420.0,2020,normal
2020-01-23,Cautious,650,650,850,97.5,40,16.0,7,WIN,160.0,Bull Put,15.86,109.7,0,1.5,2020_04,420.0,2020,normal
2020-01-28,Cautious,650,650,850,96.8,40,27.2,3,WIN,160.0,Bull Put,17.3,114.7,0,1.5,2020_05,300.0,2020,elevated
2020-02-04,VIX-Collapse,700,700,900,93.2,100,62.0,5,WIN,100.0,Bull Put,14.38,144.8,2,1.0,2020_06,420.0,2020,normal
2020-02-05,Near-VC,700,700,900,93.2,80,44.0,5,WIN,120.0,Bull Put,14.17,144.7,2,0.75,2020_06,420.0,2020,normal
2020-02-06,Normal,550,550,750,86.3,60,31.0,5,WIN,140.0,Bull Put,13.78,139.8,2,1.0,2020_06,420.0,2020,normal
2020-02-11,Normal,550,550,750,88.0,60,31.0,6,WIN,140.0,Bull Put,13.88,133.8,2,1.0,2020_07,420.0,2020,normal
2020-02-12,Wednesday-MW,600,600,800,91.2,50,24.0,6,WIN,150.0,Bull Put,13.62,132.9,1,0.75,2020_07,420.0,2020,normal
2020-02-18,CONDOR,450+400,450,650,80.5,160,-87.0,7,LOSS,280.0,Condor,14.51,131.1,0,0.75,2020_08,420.0,2020,normal
2020-02-25,Bear-Call,550,550,750,87.7,60,32.0,5,WIN,140.0,Bear Call,16.9,134.8,0,1.0,2020_09,300.0,2020,elevated
2020-07-28,Cautious,750,750,950,90.0,40,16.0,6,WIN,160.0,Bull Put,23.64,172.5,2,1.0,2020_31,300.0,2020,high
2020-08-06,Cautious,750,750,950,89.7,40,16.0,5,WIN,160.0,Bull Put,23.15,173.6,2,1.0,2020_32,300.0,2020,high
2020-08-11,Cautious,750,750,950,92.5,40,16.0,5,WIN,160.0,Bull Put,21.36,159.3,2,1.0,2020_33,300.0,2020,high
2020-08-17,Cautious,700,700,900,91.3,40,16.0,5,WIN,160.0,Bull Put,21.31,154.5,1,1.0,2020_34,300.0,2020,high
2020-08-24,Normal,600,600,800,88.2,60,31.0,6,WIN,140.0,Bull Put,19.23,145.1,2,1.0,2020_35,300.0,2020,elevated
2020-08-25,Normal,550,550,750,85.7,60,31.0,5,WIN,140.0,Bull Put,19.32,142.1,1,1.0,2020_35,300.0,2020,elevated
2020-09-03,Cautious,700,700,900,91.8,40,16.0,6,WIN,160.0,Bull Put,20.5,152.3,1,1.0,2020_36,300.0,2020,high
2020-09-07,Cautious,750,750,950,93.1,40,16.0,5,WIN,160.0,Bull Put,22.01,155.8,1,1.0,2020_37,300.0,2020,high
2020-09-14,Cautious,700,700,900,92.1,40,16.0,7,WIN,160.0,Bull Put,21.19,150.4,1,1.0,2020_38,300.0,2020,high
2020-09-16,Normal,600,600,800,88.4,60,46.8,3,WIN,140.0,Bull Put,19.66,144.2,2,1.0,2020_38,300.0,2020,elevated
2020-09-22,Cautious,750,750,950,92.8,40,16.0,5,WIN,160.0,Bull Put,21.41,157.7,2,1.0,2020_39,300.0,2020,high
2020-10-14,Cautious,750,750,950,91.9,40,16.0,5,WIN,160.0,Bull Put,20.21,162.2,2,1.0,2020_42,300.0,2020,high
2020-10-20,Cautious,750,750,950,91.4,40,16.0,5,WIN,160.0,Bull Put,22.69,164.8,2,1.0,2020_43,300.0,2020,high
2020-10-27,Cautious,750,750,950,91.4,40,16.0,5,WIN,160.0,Bull Put,22.2,164.9,1,1.0,2020_44,300.0,2020,high
2020-11-03,Cautious,750,750,950,90.1,40,16.0,5,WIN,160.0,Bull Put,24.24,171.9,1,1.0,2020_45,300.0,2020,high
2020-12-02,CONDOR,550+550,550,750,76.2,160,81.0,7,WIN,280.0,Condor,19.91,176.2,2,0.75,2020_49,300.0,2020,elevated
2020-12-08,Normal,650,650,850,86.9,60,31.0,5,WIN,140.0,Bull Put,18.62,162.8,2,1.0,2020_50,300.0,2020,elevated
2020-12-09,Normal,650,650,850,86.9,60,31.0,5,WIN,140.0,Bull Put,18.92,162.5,2,1.0,2020_50,300.0,2020,elevated
2020-12-14,Normal,650,650,850,87.8,60,31.0,6,WIN,140.0,Bull Put,19.4,158.8,1,1.0,2020_51,300.0,2020,elevated
2020-12-15,Normal,650,650,850,88.1,60,31.0,6,WIN,140.0,Bull Put,19.35,157.5,1,1.0,2020_51,300.0,2020,elevated
2020-12-24,HighATR-Cautious,750,750,950,86.6,30,8.5,4,WIN,170.0,Bull Put,19.97,189.4,2,0.75,2020_52,200.0,2020,elevated
2021-01-06,Cautious,750,750,950,89.8,40,16.0,5,WIN,160.0,Bull Put,21.0,173.5,1,1.0,2021_01,300.0,2021,high
2021-06-02,HighATR-Cautious,750,750,950,85.6,30,8.5,4,WIN,170.0,Bull Put,17.21,193.8,2,0.75,2021_22,200.0,2021,elevated
2021-06-07,Normal,650,650,850,83.5,60,31.0,5,WIN,140.0,Bull Put,15.57,176.8,1,0.75,2021_23,300.0,2021,normal
2021-06-08,Normal,650,650,850,84.9,60,31.0,5,WIN,140.0,Bull Put,15.23,171.0,1,0.75,2021_23,300.0,2021,normal
2021-06-15,Normal,650,650,850,86.8,60,31.0,6,WIN,140.0,Bull Put,14.61,163.1,0,1.0,2021_24,300.0,2021,normal
2021-06-16,Wednesday-MW,700,700,900,89.9,50,24.0,5,WIN,150.0,Bull Put,14.87,161.2,0,0.75,2021_24,300.0,2021,normal
2021-06-22,CONDOR,550+550,550,750,78.9,160,81.0,5,WIN,280.0,Condor,14.74,166.0,0,0.75,2021_25,300.0,2021,normal
2021-06-28,Near-VC,700,700,900,90.7,80,44.0,5,WIN,120.0,Bull Put,13.4,157.3,0,0.75,2021_26,300.0,2021,normal
2021-06-29,Normal,600,600,800,85.9,60,31.0,5,WIN,140.0,Bull Put,13.0,154.1,0,1.0,2021_26,300.0,2021,normal
2021-07-06,CONDOR,450+500,450,650,75.2,160,81.0,5,WIN,280.0,Condor,12.28,147.2,0,0.75,2021_27,420.0,2021,normal
2021-07-12,Monday-RW,650,650,850,91.0,45,20.9,5,WIN,155.0,Bull Put,12.99,145.0,0,0.75,2021_28,420.0,2021,normal
2021-07-14,Wednesday-MW,600,600,800,89.1,50,24.0,5,WIN,150.0,Bull Put,12.59,141.7,0,0.75,2021_28,420.0,2021,normal
2021-07-16,Aggressive,450,450,650,79.3,100,65.0,7,WIN,100.0,Bull Put,11.71,134.8,0,0.75,2021_28,600.0,2021,ultra-calm
2021-07-22,Aggressive,500,500,700,79.8,100,65.0,6,WIN,100.0,Bull Put,11.89,148.1,0,0.75,2021_29,600.0,2021,ultra-calm
2021-07-23,Near-VC,700,700,900,92.8,80,44.0,6,WIN,120.0,Bull Put,11.76,146.9,0,0.75,2021_29,600.0,2021,ultra-calm
2021-07-28,Wednesday-MW,650,650,850,89.2,50,24.0,5,WIN,150.0,Bull Put,13.69,152.9,0,0.75,2021_30,300.0,2021,normal
2021-07-29,Normal,600,600,800,87.1,60,31.0,5,WIN,140.0,Bull Put,12.95,149.3,0,1.0,2021_30,420.0,2021,normal
2021-08-02,Monday-RW,650,650,850,91.0,45,20.9,5,WIN,155.0,Bull Put,12.81,144.9,0,0.75,2021_31,420.0,2021,normal
2021-08-04,Normal,600,600,800,85.9,60,31.0,5,WIN,140.0,Bull Put,13.21,154.1,2,1.0,2021_31,300.0,2021,normal
2021-08-09,Normal,600,600,800,87.1,60,31.0,5,WIN,140.0,Bull Put,12.61,149.3,2,1.0,2021_32,420.0,2021,normal
2021-08-10,Normal,600,600,800,87.0,60,31.0,5,WIN,140.0,Bull Put,12.71,149.8,1,1.0,2021_32,420.0,2021,normal
2021-08-16,Monday-RW,650,650,850,90.5,45,20.9,5,WIN,155.0,Bull Put,13.46,147.2,1,0.75,2021_33,420.0,2021,normal
2021-08-17,Normal,600,600,800,87.9,60,31.0,5,WIN,140.0,Bull Put,13.41,146.1,2,1.0,2021_33,420.0,2021,normal
2021-08-24,Normal,600,600,800,86.2,60,31.0,5,WIN,140.0,Bull Put,13.19,153.0,1,1.0,2021_34,300.0,2021,normal
2021-08-25,Wednesday-MW,650,650,850,90.1,50,24.0,5,WIN,150.0,Bull Put,13.5,148.9,1,0.75,2021_34,420.0,2021,normal
2021-08-30,Monday-RW,700,700,900,91.6,45,20.9,5,WIN,155.0,Bull Put,13.32,152.9,1,0.75,2021_35,300.0,2021,normal
2021-09-02,Normal,650,650,850,87.2,60,31.0,5,WIN,140.0,Bull Put,14.24,161.4,1,1.0,2021_35,300.0,2021,normal
2021-09-06,Normal,600,600,800,85.6,60,31.0,5,WIN,140.0,Bull Put,15.11,155.4,2,1.0,2021_36,300.0,2021,normal
2021-09-07,Normal,600,600,800,85.7,60,31.0,5,WIN,140.0,Bull Put,14.9,154.9,1,1.0,2021_36,300.0,2021,normal
2021-09-13,Monday-RW,650,650,850,91.1,45,20.9,5,WIN,155.0,Bull Put,14.03,144.6,0,0.75,2021_37,420.0,2021,normal
2021-09-15,Wednesday-MW,600,600,800,89.2,50,24.0,5,WIN,150.0,Bull Put,13.73,141.2,0,0.75,2021_37,420.0,2021,normal
2021-09-21,Cautious,750,750,950,91.7,40,16.0,5,WIN,160.0,Bull Put,16.52,163.4,0,1.0,2021_38,300.0,2021,elevated
2021-09-29,Cautious,750,750,950,89.2,40,16.0,5,WIN,160.0,Bull Put,18.84,176.2,1,1.0,2021_39,300.0,2021,elevated
2021-10-01,Normal,650,650,850,84.3,60,31.0,5,WIN,140.0,Bull Put,17.21,173.5,0,0.75,2021_39,300.0,2021,elevated
2021-10-04,WideCondor,600+600,600,800,80.0,100,52.0,7,WIN,300.0,Condor,16.74,177.0,0,0.75,2021_40,300.0,2021,elevated
2021-10-11,HighATR-Cautious,750,750,950,87.3,30,8.5,4,WIN,170.0,Bull Put,16.09,185.6,0,0.75,2021_41,200.0,2021,elevated
2021-10-19,HighATR-Cautious,750,750,950,87.0,30,8.5,5,WIN,170.0,Bull Put,17.38,187.4,2,0.75,2021_42,200.0,2021,elevated
2021-10-25,HighATR-Cautious,750,750,950,82.0,30,8.5,7,WIN,170.0,Bull Put,17.61,211.5,2,0.75,2021_43,200.0,2021,elevated
2021-11-01,HighATR-Cautious,750,750,950,78.5,30,8.5,4,WIN,170.0,Bull Put,17.24,228.8,1,0.75,2021_44,200.0,2021,elevated
2021-11-08,HighATR-Cautious,750,750,950,80.4,30,8.5,4,WIN,170.0,Bull Put,16.34,219.1,2,0.75,2021_45,200.0,2021,elevated
2021-11-15,HighATR-Cautious,750,750,950,83.3,30,8.5,7,WIN,170.0,Bull Put,15.47,205.0,1,0.75,2021_46,200.0,2021,normal
2021-12-31,HighATR-Cautious,750,750,950,78.2,30,8.5,4,WIN,170.0,Bull Put,16.22,230.2,2,0.75,2021_52,200.0,2021,elevated
2022-01-13,HighATR-Cautious,750,750,950,82.8,30,-178.0,7,LOSS,170.0,Bull Put,16.7,207.6,2,0.75,2022_02,200.0,2022,elevated
2022-01-17,HighATR-Cautious,750,750,950,85.2,30,18.7,3,WIN,170.0,Bull Put,16.77,196.2,1,0.75,2022_03,200.0,2022,elevated
2022-07-12,HighATR-Cautious,750,750,950,81.2,30,8.5,4,WIN,170.0,Bull Put,18.55,215.5,2,0.75,2022_28,200.0,2022,elevated
2022-07-18,HighATR-Cautious,750,750,950,82.3,30,8.5,4,WIN,170.0,Bull Put,17.16,210.0,1,0.75,2022_29,200.0,2022,elevated
2022-07-26,HighATR-Cautious,750,750,950,85.3,30,8.5,4,WIN,170.0,Bull Put,18.17,195.7,1,0.75,2022_30,200.0,2022,elevated
2022-08-12,Near-VC,700,700,900,81.8,80,44.0,6,WIN,120.0,Bull Put,17.61,198.3,1,0.75,2022_32,200.0,2022,elevated
2022-08-16,HighATR-Cautious,750,750,950,85.6,30,8.5,6,WIN,170.0,Bull Put,17.68,194.2,2,0.75,2022_33,200.0,2022,elevated
2022-08-23,HighATR-Cautious,750,750,950,83.9,30,8.5,5,WIN,170.0,Bull Put,19.05,202.0,2,0.75,2022_34,200.0,2022,elevated
2022-09-06,HighATR-Cautious,750,750,950,80.4,30,8.5,4,WIN,170.0,Bull Put,19.52,219.3,2,0.75,2022_36,200.0,2022,elevated
2022-09-12,HighATR-Cautious,750,750,950,84.0,30,8.5,6,WIN,170.0,Bull Put,17.94,201.5,1,0.75,2022_37,200.0,2022,elevated
2022-09-19,HighATR-Cautious,750,750,950,79.9,30,-178.0,7,LOSS,170.0,Bull Put,19.94,221.6,2,0.75,2022_38,200.0,2022,elevated
2022-10-20,HighATR-Cautious,750,750,950,78.4,30,8.5,4,WIN,170.0,Bull Put,17.23,229.3,2,0.75,2022_42,200.0,2022,elevated
2022-10-25,HighATR-Cautious,750,750,950,80.7,30,8.5,4,WIN,170.0,Bull Put,16.88,217.6,1,0.75,2022_43,200.0,2022,elevated
2022-10-31,HighATR-Cautious,750,750,950,83.0,30,8.5,4,WIN,170.0,Bull Put,15.8,206.6,2,0.75,2022_44,200.0,2022,normal
2022-11-07,HighATR-Cautious,750,750,950,86.8,30,8.5,4,WIN,170.0,Bull Put,15.59,188.4,1,0.75,2022_45,200.0,2022,normal
2022-11-14,HighATR-Cautious,750,750,950,87.1,30,8.5,4,WIN,170.0,Bull Put,14.91,186.8,0,0.75,2022_46,200.0,2022,normal
2022-11-21,WideCondor,600+600,600,800,81.0,100,64.2,5,WIN,300.0,Condor,14.8,173.0,0,0.75,2022_47,300.0,2022,normal
2022-11-28,Normal,650,650,850,86.1,60,31.0,5,WIN,140.0,Bull Put,13.57,166.0,1,1.0,2022_48,300.0,2022,normal
2022-11-29,Normal,650,650,850,86.8,60,31.0,5,WIN,140.0,Bull Put,13.62,163.1,0,1.0,2022_48,300.0,2022,normal
2022-12-05,Monday-RW,750,750,950,92.4,45,20.9,6,WIN,155.0,Bull Put,13.73,160.0,0,0.75,2022_49,300.0,2022,normal
2022-12-08,Normal,600,600,800,86.8,60,31.0,7,WIN,140.0,Bull Put,13.4,150.6,0,1.0,2022_49,300.0,2022,normal
2022-12-12,Monday-RW,700,700,900,90.4,45,20.9,6,WIN,155.0,Bull Put,13.32,159.0,0,0.75,2022_50,300.0,2022,normal
2022-12-13,Normal,650,650,850,88.3,60,46.8,3,WIN,140.0,Bull Put,12.88,156.6,0,1.0,2022_50,300.0,2022,normal
2022-12-19,CONDOR,500+550,500,700,75.1,160,101.8,5,WIN,280.0,Condor,13.55,163.8,0,0.75,2022_51,300.0,2022,normal
2022-12-29,HighATR-Cautious,750,750,950,84.9,30,8.5,7,WIN,170.0,Bull Put,14.81,197.5,2,0.75,2022_52,200.0,2022,normal
2023-01-02,HighATR-Cautious,750,750,950,86.1,30,8.5,5,WIN,170.0,Bull Put,14.69,191.6,1,0.75,2023_01,200.0,2023,normal
2023-01-09,HighATR-Cautious,750,750,950,84.3,30,8.5,6,WIN,170.0,Bull Put,14.65,200.4,1,0.75,2023_02,200.0,2023,normal
2023-01-16,HighATR-Cautious,750,750,950,84.1,30,8.5,4,WIN,170.0,Bull Put,15.02,201.1,1,0.75,2023_03,200.0,2023,normal
2023-01-24,CONDOR,550+550,550,750,76.0,160,101.8,5,WIN,280.0,Condor,13.66,177.0,0,0.75,2023_04,300.0,2023,normal
2023-01-30,HighATR-Cautious,750,750,950,83.0,30,8.5,4,WIN,170.0,Bull Put,17.71,206.6,1,0.75,2023_05,200.0,2023,elevated
2023-02-06,HighATR-Cautious,750,750,950,78.4,30,8.5,4,WIN,170.0,Bull Put,14.69,229.2,1,0.75,2023_06,200.0,2023,normal
2023-02-15,HighATR-Cautious,750,750,950,82.8,30,8.5,7,WIN,170.0,Bull Put,12.86,207.6,1,0.75,2023_07,200.0,2023,normal
2023-02-20,HighATR-Cautious,750,750,950,84.9,30,8.5,7,WIN,170.0,Bull Put,13.38,197.5,0,0.75,2023_08,200.0,2023,normal
2023-02-27,Bear-Call,650,650,850,79.4,60,32.0,7,WIN,140.0,Bear Call,13.88,194.4,1,0.75,2023_09,200.0,2023,normal
2023-03-06,HighATR-Cautious,750,750,950,84.7,30,8.5,7,WIN,170.0,Bull Put,12.27,198.2,1,0.75,2023_10,200.0,2023,normal
2023-03-17,HighATR-Cautious,750,750,950,80.7,30,8.5,6,WIN,170.0,Bull Put,14.77,217.7,2,0.75,2023_11,200.0,2023,normal
2023-03-21,HighATR-Cautious,750,750,950,81.1,30,8.5,6,WIN,170.0,Bull Put,15.08,216.0,1,0.75,2023_12,200.0,2023,normal
2023-03-27,HighATR-Cautious,750,750,950,84.2,30,8.5,4,WIN,170.0,Bull Put,15.45,200.9,1,0.75,2023_13,200.0,2023,normal
2023-04-11,WideCondor,600+600,600,800,79.5,100,52.0,6,WIN,300.0,Condor,11.98,178.9,1,0.75,2023_15,300.0,2023,ultra-calm
2023-04-17,WideCondor,600+600,600,800,79.8,100,52.0,5,WIN,300.0,Condor,12.27,177.9,0,0.75,2023_16,300.0,2023,normal
2023-04-24,Monday-RW,700,700,900,90.3,45,20.9,5,WIN,155.0,Bull Put,11.67,159.4,0,0.75,2023_17,300.0,2023,ultra-calm
2023-04-25,Normal,600,600,800,85.8,60,31.0,5,WIN,140.0,Bull Put,11.52,154.4,0,1.0,2023_17,300.0,2023,ultra-calm
2023-05-03,Wednesday-MW,650,650,850,90.3,50,24.0,5,WIN,150.0,Bull Put,11.84,148.1,0,0.75,2023_18,600.0,2023,ultra-calm
2023-05-04,Normal,600,600,800,86.6,60,31.0,5,WIN,140.0,Bull Put,11.73,151.5,1,1.0,2023_18,300.0,2023,ultra-calm
2023-05-08,Monday-RW,700,700,900,90.5,45,20.9,5,WIN,155.0,Bull Put,12.64,158.3,0,0.75,2023_19,300.0,2023,normal
2023-05-09,Normal,600,600,800,85.6,60,31.0,5,WIN,140.0,Bull Put,12.68,155.1,0,1.0,2023_19,300.0,2023,normal
2023-05-15,Monday-RW,650,650,850,90.1,45,20.9,6,WIN,155.0,Bull Put,13.17,148.8,0,0.75,2023_20,420.0,2023,normal
2023-05-16,Normal,600,600,800,86.9,60,31.0,5,WIN,140.0,Bull Put,13.29,150.1,0,1.0,2023_20,300.0,2023,normal
2023-05-22,Monday-RW,700,700,900,91.0,45,20.9,5,WIN,155.0,Bull Put,12.57,155.8,0,0.75,2023_21,300.0,2023,normal
2023-05-25,Normal,600,600,800,86.9,60,31.0,5,WIN,140.0,Bull Put,12.52,150.0,0,1.0,2023_21,300.0,2023,normal
2023-05-30,Normal,600,600,800,85.5,60,31.0,5,WIN,140.0,Bull Put,12.01,155.6,0,1.0,2023_22,300.0,2023,normal
2023-05-31,Wednesday-MW,650,650,850,88.6,50,24.0,5,WIN,150.0,Bull Put,11.97,155.6,0,0.75,2023_22,300.0,2023,ultra-calm
2023-06-05,Monday-RW,650,650,850,90.7,45,20.9,5,WIN,155.0,Bull Put,11.14,146.0,0,0.75,2023_23,600.0,2023,ultra-calm
2023-06-06,Aggressive,450,450,650,76.9,100,65.0,5,WIN,100.0,Bull Put,11.38,142.0,0,0.75,2023_23,600.0,2023,ultra-calm
2023-06-07,Wednesday-MW,600,600,800,89.3,50,24.0,5,WIN,150.0,Bull Put,11.44,140.6,0,0.75,2023_23,600.0,2023,ultra-calm
2023-06-12,Monday-RW,600,600,800,90.7,45,20.9,5,WIN,155.0,Bull Put,11.25,135.1,0,0.75,2023_24,600.0,2023,ultra-calm
2023-06-13,Aggressive,450,450,650,79.7,100,65.0,5,WIN,100.0,Bull Put,11.11,133.5,0,0.75,2023_24,600.0,2023,ultra-calm
2023-06-14,Wednesday-MW,600,600,800,92.0,50,24.0,5,WIN,150.0,Bull Put,11.16,129.6,0,0.75,2023_24,600.0,2023,ultra-calm
2023-06-19,Monday-RW,600,600,800,90.7,45,20.9,6,WIN,155.0,Bull Put,11.23,134.9,0,0.75,2023_25,600.0,2023,ultra-calm
2023-06-20,Aggressive,450,450,650,78.2,100,65.0,6,WIN,100.0,Bull Put,11.13,138.0,0,0.75,2023_25,600.0,2023,ultra-calm
2023-06-21,Wednesday-MW,600,600,800,91.0,50,24.0,5,WIN,150.0,Bull Put,11.29,133.9,0,0.75,2023_25,600.0,2023,ultra-calm
2023-06-26,Monday-RW,600,600,800,92.1,45,20.9,5,WIN,155.0,Bull Put,11.4,128.9,0,0.75,2023_26,600.0,2023,ultra-calm
2023-06-27,Aggressive,450,450,650,81.1,100,65.0,5,WIN,100.0,Bull Put,10.78,129.3,0,0.75,2023_26,600.0,2023,ultra-calm
2023-06-28,Wednesday-MW,600,600,800,91.0,50,24.0,5,WIN,150.0,Bull Put,10.89,133.8,0,0.75,2023_26,600.0,2023,ultra-calm
2023-07-04,Normal,550,550,750,86.1,60,31.0,5,WIN,140.0,Bull Put,11.7,140.4,2,1.0,2023_27,420.0,2023,ultra-calm
2023-07-05,Normal,550,550,750,87.3,60,31.0,5,WIN,140.0,Bull Put,11.88,136.2,2,1.0,2023_27,420.0,2023,ultra-calm
2023-07-10,Monday-RW,650,650,850,92.0,45,20.9,5,WIN,155.0,Bull Put,11.46,140.2,1,0.75,2023_28,420.0,2023,ultra-calm
2023-07-11,Normal,550,550,750,86.1,60,31.0,5,WIN,140.0,Bull Put,11.01,140.7,1,1.0,2023_28,420.0,2023,ultra-calm
2023-07-18,Normal,600,600,800,88.0,60,31.0,6,WIN,140.0,Bull Put,11.71,145.7,1,1.0,2023_29,420.0,2023,ultra-calm
2023-07-19,Normal,600,600,800,88.4,60,31.0,6,WIN,140.0,Bull Put,11.6,144.2,2,1.0,2023_29,420.0,2023,ultra-calm
2023-07-24,Monday-RW,700,700,900,90.9,45,20.9,5,WIN,155.0,Bull Put,11.65,156.6,0,0.75,2023_30,300.0,2023,ultra-calm
2023-07-25,Near-VC,700,700,900,91.5,80,44.0,5,WIN,120.0,Bull Put,10.24,153.5,0,0.75,2023_30,300.0,2023,ultra-calm
2023-07-31,WideCondor,600+600,600,800,84.3,100,64.2,5,WIN,300.0,Condor,10.41,160.4,0,0.75,2023_31,300.0,2023,ultra-calm
2023-08-08,WideCondor,600+600,600,800,84.1,100,52.0,7,WIN,300.0,Condor,11.33,160.9,0,0.75,2023_32,300.0,2023,ultra-calm
2023-08-16,Wednesday-MW,700,700,900,89.7,50,24.0,5,WIN,150.0,Bull Put,12.13,162.3,0,0.75,2023_33,300.0,2023,normal
2023-08-17,Normal,650,650,850,87.4,60,31.0,5,WIN,140.0,Bull Put,12.24,160.4,0,1.0,2023_33,300.0,2023,normal
2023-08-21,Monday-RW,700,700,900,90.9,45,20.9,6,WIN,155.0,Bull Put,11.96,156.6,0,0.75,2023_34,300.0,2023,ultra-calm
2023-08-22,Aggressive,500,500,700,79.3,100,65.0,6,WIN,100.0,Bull Put,11.75,149.9,0,0.75,2023_34,600.0,2023,ultra-calm
2023-08-23,Wednesday-MW,650,650,850,90.6,50,24.0,7,WIN,150.0,Bull Put,11.73,146.7,0,0.75,2023_34,600.0,2023,ultra-calm
2023-08-28,Monday-RW,700,700,900,92.3,45,20.9,5,WIN,155.0,Bull Put,12.4,149.4,0,0.75,2023_35,420.0,2023,normal
2023-08-30,Wednesday-MW,600,600,800,88.9,50,24.0,5,WIN,150.0,Bull Put,11.8,142.2,0,0.75,2023_35,600.0,2023,ultra-calm
2023-09-01,Aggressive,500,500,700,79.9,100,65.0,5,WIN,100.0,Bull Put,11.37,147.8,0,0.75,2023_35,600.0,2023,ultra-calm
2023-09-05,Near-VC,700,700,900,92.4,80,44.0,5,WIN,120.0,Bull Put,10.82,148.9,0,0.75,2023_36,600.0,2023,ultra-calm
2023-09-06,Wednesday-MW,650,650,850,90.2,50,24.0,5,WIN,150.0,Bull Put,10.68,148.6,0,0.75,2023_36,600.0,2023,ultra-calm
2023-09-12,Normal,650,650,850,88.4,60,31.0,7,WIN,140.0,Bull Put,11.69,156.5,2,1.0,2023_37,300.0,2023,ultra-calm
2023-09-13,Normal,600,600,800,85.4,60,31.0,7,WIN,140.0,Bull Put,11.83,156.1,2,1.0,2023_37,300.0,2023,ultra-calm
2023-09-18,Monday-RW,650,650,850,90.7,45,32.3,3,WIN,155.0,Bull Put,10.84,146.1,1,0.75,2023_38,420.0,2023,ultra-calm
2023-09-21,Normal,650,650,850,88.4,60,31.0,6,WIN,140.0,Bull Put,10.82,156.3,1,1.0,2023_38,300.0,2023,ultra-calm
