date,spread
2020-12-31,0.8519999980926514
2021-01-04,0.8489999920129776
2021-01-05,0.876999981701374
2021-01-06,0.9640000537037849
2021-01-07,0.9909999817609787
2021-01-08,1.0250000208616257
2021-01-11,1.0519999712705612
2021-01-12,1.0580000132322311
2021-01-13,1.008000060915947
2021-01-14,1.0539999455213547
2021-01-15,1.0219999998807907
2021-01-19,1.0190000087022781
2021-01-20,1.0150000303983688
2021-01-21,1.0359999686479568
2021-01-22,1.0209999606013298
2021-01-25,0.9699999615550041
2021-01-26,0.9719999581575394
2021-01-27,0.9540000595152378
2021-01-28,1.0020000413060188
2021-01-29,1.0450000539422035
2021-02-01,1.0290000215172768
2021-02-02,1.0550000183284283
2021-02-03,1.0910000428557396
2021-02-04,1.1090000588446856
2021-02-05,1.1469999570399523
2021-02-08,1.1399999670684338
2021-02-09,1.123999945819378
2021-02-10,1.0980000160634518
2021-02-11,1.1229999922215939
2021-02-12,1.1650000475347042
2021-02-16,1.2640000246465206
2021-02-17,1.265999998897314
2021-02-18,1.263999940827489
2021-02-19,1.322000028565526
2021-02-22,1.3450000043958426
2021-02-23,1.3389999885112047
2021-02-24,1.361000057309866
2021-02-25,1.4850000068545341
2021-02-26,1.425000037997961
2021-03-01,1.417999979108572
2021-03-02,1.3799999617040157
2021-03-03,1.4350000284612179
2021-03-04,1.5219999514520168
2021-03-05,1.5260000191628933
2021-03-08,1.5609999559819698
2021-03-09,1.5110000036656857
2021-03-10,1.489999981597066
2021-03-11,1.4989999495446682
2021-03-12,1.6099999900907278
2021-03-15,1.591999993659556
2021-03-16,1.6130000511184335
2021-03-17,1.6330000320449471
2021-03-18,1.7270000190474093
2021-03-19,1.7269999934360385
2021-03-22,1.6790000153705478
2021-03-23,1.6280000116676092
2021-03-24,1.5989999631419778
2021-03-25,1.5989999631419778
2021-03-26,1.644999966956675
2021-03-29,1.7129999557510018
2021-03-30,1.712999951094389
2021-03-31,1.7330000512301922
2021-04-01,1.671000019647181
2021-04-05,1.7050000289455056
2021-04-06,1.6410000184550881
2021-04-07,1.6429999973624945
2021-04-08,1.6269999695941806
2021-04-09,1.6630000085569918
2021-04-12,1.6649999525398016
2021-04-13,1.6080000260844827
2021-04-14,1.623000011779368
2021-04-15,1.519999971613288
2021-04-16,1.5649999538436532
2021-04-19,1.585999951697886
2021-04-20,1.5470000365749002
2021-04-21,1.5510000102221966
2021-04-22,1.5390000203624368
2021-04-23,1.5520000318065286
2021-04-26,1.5620000520721078
2021-04-27,1.6119999792426825
2021-04-28,1.612000004388392
2021-04-29,1.6319999853149056
2021-04-30,1.628000041935593
2021-05-03,1.6019999934360385
2021-05-04,1.582000007852912
2021-05-05,1.5759999910369515
2021-05-06,1.552999989129603
2021-05-07,1.5690000215545297
2021-05-10,1.59699999820441
2021-05-11,1.613999953493476
2021-05-12,1.6850000526756048
2021-05-13,1.6599999824538827
2021-05-14,1.6299999905750155
2021-05-17,1.634999985806644
2021-05-18,1.6319999601691961
2021-05-19,1.6779999686405063
2021-05-20,1.6309999437071383
2021-05-21,1.6289999694563448
2021-05-24,1.6050000400282443
2021-05-25,1.554000010713935
2021-05-26,1.569000001065433
2021-05-27,1.6050000144168735
2021-05-28,1.5729999700561166
2021-06-01,1.6050000097602606
2021-06-02,1.5759999612346292
2021-06-03,1.6100000003352761
2021-06-04,1.5449999431148171
2021-06-07,1.5510000064969063
2021-06-08,1.5079999975860119
2021-06-09,1.4689999632537365
2021-06-10,1.438999991863966
2021-06-11,1.4440000131726265
2021-06-14,1.4860000470653176
2021-06-15,1.4789999537169933
2021-06-16,1.5410000048577785
2021-06-17,1.483000036329031
2021-06-18,1.4220000468194485
2021-06-21,1.4539999682456255
2021-06-22,1.4340000040829182
2021-06-23,1.4469999894499779
2021-06-24,1.4439999870955944
2021-06-25,1.4930000118911266
2021-06-28,1.4380000457167625
2021-06-29,1.440000019967556
2021-06-30,1.402999959886074
2021-07-01,1.440000019967556
2021-07-02,1.3929999954998493
2021-07-06,1.3300000056624413
2021-07-07,1.2779999785125256
2021-07-08,1.24499998614192
2021-07-09,1.3129999451339245
2021-07-12,1.320000033825636
2021-07-13,1.369999960064888
2021-07-14,1.310999944806099
2021-07-15,1.259000051766634
2021-07-16,1.2619999535381794
2021-07-19,1.1409999951720238
2021-07-20,1.1639999896287918
2021-07-21,1.2349999696016312
2021-07-22,1.2219999842345715
2021-07-23,1.241000011563301
2021-07-26,1.2360000237822533
2021-07-27,1.188999965786934
2021-07-28,1.216000035405159
2021-07-29,1.2290000542998314
2021-07-30,1.1989999637007713
2021-08-02,1.1360000260174274
2021-08-03,1.1309999972581863
2021-08-04,1.1390000134706497
2021-08-05,1.1740000061690807
2021-08-06,1.2469999603927135
2021-08-09,1.272000029683113
2021-08-10,1.2920000068843365
2021-08-11,1.2839999943971634
2021-08-12,1.3239999823272228
2021-08-13,1.2520000487565994
2021-08-16,1.198999971151352
2021-08-17,1.1950000151991844
2021-08-18,1.2180000022053719
2021-08-19,1.1989999823272228
2021-08-20,1.216999989002943
2021-08-23,1.214999996125698
2021-08-24,1.2419999614357948
2021-08-25,1.2970000058412552
2021-08-26,1.2990000061690807
2021-08-27,1.2690000347793102
2021-08-30,1.2469999678432941
2021-08-31,1.2640000209212303
2021-09-01,1.2620000466704369
2021-09-02,1.2540000304579735
2021-09-03,1.2820000275969505
2021-09-07,1.33500000461936
2021-09-08,1.2939999923110008
2021-09-09,1.2610000260174274
2021-09-10,1.3029999621212482
2021-09-13,1.2860000021755695
2021-09-14,1.241999950259924
2021-09-15,1.269000019878149
2021-09-16,1.3009999711066484
2021-09-17,1.3420000039041042
2021-09-20,1.28400001488626
2021-09-21,1.3040000014007092
2021-09-22,1.3109999652951956
2021-09-23,1.38499996624887
2021-09-24,1.4350000377744436
2021-09-27,1.4589999672025442
2021-09-28,1.5040000397711992
2021-09-29,1.511000009253621
